company,period,product,parent_product,geography,user_class,user_segment,revenue,users,arpu,impressions,clicks,ctr,cpc,cpm,rpm,revenue_per_click,revenue_per_impression
Alphabet,2024-Q4,Subscriptions,Subscriptions_Devices,EU,consumer,free_consumer,30.0,1500.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Subscriptions,Subscriptions_Devices,APAC,consumer,paying_consumer,630.0,31500.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Subscriptions,Subscriptions_Devices,APAC,consumer,streaming_consumer,180.0,9000.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Subscriptions,Subscriptions_Devices,APAC,consumer,free_consumer,18.0,900.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Subscriptions,Subscriptions_Devices,LATAM,consumer,paying_consumer,210.0,10500.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Subscriptions,Subscriptions_Devices,LATAM,consumer,streaming_consumer,60.0,3000.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Subscriptions,Subscriptions_Devices,LATAM,consumer,free_consumer,6.0,300.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Subscriptions,Subscriptions_Devices,ROW,consumer,paying_consumer,210.0,10500.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Subscriptions,Subscriptions_Devices,ROW,consumer,streaming_consumer,60.0,3000.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Subscriptions,Subscriptions_Devices,ROW,consumer,free_consumer,6.0,300.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Devices,Subscriptions_Devices,US,consumer,paying_consumer,1323.0,66150.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Devices,Subscriptions_Devices,US,consumer,streaming_consumer,378.0,18900.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Devices,Subscriptions_Devices,US,consumer,free_consumer,37.800000000000004,1890.0000000000002,20000.0,,,,,,,,
Alphabet,2024-Q4,Devices,Subscriptions_Devices,EU,consumer,paying_consumer,882.0000000000001,44100.00000000001,20000.0,,,,,,,,
Alphabet,2024-Q4,Devices,Subscriptions_Devices,EU,consumer,streaming_consumer,252.00000000000006,12600.000000000004,20000.0,,,,,,,,
Alphabet,2024-Q4,Devices,Subscriptions_Devices,EU,consumer,free_consumer,25.200000000000006,1260.0000000000002,20000.000000000004,,,,,,,,
Alphabet,2024-Q4,Devices,Subscriptions_Devices,APAC,consumer,paying_consumer,630.0,31500.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Devices,Subscriptions_Devices,APAC,consumer,streaming_consumer,180.0,9000.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Devices,Subscriptions_Devices,APAC,consumer,free_consumer,18.0,900.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Devices,Subscriptions_Devices,LATAM,consumer,paying_consumer,157.5,7875.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Devices,Subscriptions_Devices,LATAM,consumer,streaming_consumer,45.0,2250.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Devices,Subscriptions_Devices,LATAM,consumer,free_consumer,4.5,225.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Devices,Subscriptions_Devices,ROW,consumer,paying_consumer,157.5,7875.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Devices,Subscriptions_Devices,ROW,consumer,streaming_consumer,45.0,2250.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Devices,Subscriptions_Devices,ROW,consumer,free_consumer,4.5,225.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Other,Other,US,consumer,paying_consumer,147.0,7350.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Other,Other,US,consumer,streaming_consumer,42.0,2100.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Other,Other,US,consumer,free_consumer,4.2,210.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Other,Other,EU,consumer,paying_consumer,49.0,2450.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Other,Other,EU,consumer,streaming_consumer,14.0,700.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Other,Other,EU,consumer,free_consumer,1.4000000000000001,70.0,20000.000000000004,,,,,,,,
Alphabet,2024-Q4,Other,Other,APAC,consumer,paying_consumer,36.75,1837.5,20000.0,,,,,,,,
Alphabet,2024-Q4,Other,Other,APAC,consumer,streaming_consumer,10.5,525.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Other,Other,APAC,consumer,free_consumer,1.05,52.5,20000.0,,,,,,,,
Alphabet,2024-Q4,Other,Other,LATAM,consumer,paying_consumer,7.35,367.5,20000.0,,,,,,,,
Alphabet,2024-Q4,Other,Other,LATAM,consumer,streaming_consumer,2.1,105.0,20000.0,,,,,,,,
Alphabet,2024-Q4,Other,Other,LATAM,consumer,free_consumer,0.21,10.5,20000.0,,,,,,,,
Alphabet,2024-Q4,Other,Other,ROW,consumer,paying_consumer,4.8999999999999995,244.99999999999997,20000.0,,,,,,,,
Alphabet,2024-Q4,Other,Other,ROW,consumer,streaming_consumer,1.4000000000000001,70.0,20000.000000000004,,,,,,,,
Alphabet,2024-Q4,Other,Other,ROW,consumer,free_consumer,0.14,7.000000000000001,19999.999999999996,,,,,,,,
Alphabet,2025-Q1,Search,Advertising,US,advertiser,enterprise_advertiser,13384.800000000001,167169269.74970016,,106228571428.57146,4780285714.285715,0.045,2.8,125.99999999999997,125.99999999999997,2.8,0.12599999999999997
Alphabet,2025-Q1,Search,Advertising,US,advertiser,smb_advertiser,8517.6,204318831.7093442,,173828571428.5714,6084000000.0,0.035,1.4,49.0,49.0,1.4,0.049
Alphabet,2025-Q1,Search,Advertising,US,advertiser,agency_advertiser,2433.6,30782271.599493053,,30420000000.0,1216800000.0,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2025-Q1,Search,Advertising,EU,advertiser,enterprise_advertiser,6134.700000000001,83697595.63266598,,48688095238.09525,2190964285.7142863,0.045,2.8,125.99999999999997,125.99999999999997,2.8,0.12599999999999997
Alphabet,2025-Q1,Search,Advertising,EU,advertiser,smb_advertiser,3903.8999999999996,109797575.24114673,,79671428571.42856,2788500000.0,0.035,1.4,49.0,49.0,1.4,0.049
Alphabet,2025-Q1,Search,Advertising,EU,advertiser,agency_advertiser,1115.4,14966828.193532119,,13942500000.0,557700000.0,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2025-Q1,Search,Advertising,APAC,advertiser,enterprise_advertiser,5019.3,59330092.78370892,,39835714285.71429,1792607142.857143,0.045,2.8,126.0,126.0,2.8,0.126
Alphabet,2025-Q1,Search,Advertising,APAC,advertiser,smb_advertiser,3194.1,84858560.04194736,,65185714285.71428,2281500000.0,0.035,1.4,49.0,49.0,1.4,0.049
Alphabet,2025-Q1,Search,Advertising,APAC,advertiser,agency_advertiser,912.6,11436564.036616744,,11407500000.0,456300000.0,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2025-Q1,Search,Advertising,LATAM,advertiser,enterprise_advertiser,1394.25,21051036.475299604,,11065476190.47619,497946428.5714286,0.045,2.8,126.0,126.0,2.8,0.126
Alphabet,2025-Q1,Search,Advertising,LATAM,advertiser,smb_advertiser,887.25,16854173.535379622,,18107142857.142857,633750000.0,0.035,1.4,49.0,49.0,1.4,0.049
Alphabet,2025-Q1,Search,Advertising,LATAM,advertiser,agency_advertiser,253.5,3496869.2917462727,,3168750000.0,126750000.0,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2025-Q1,Search,Advertising,ROW,advertiser,enterprise_advertiser,1951.9500000000005,17798206.382150058,,15491666666.666672,697125000.0000002,0.045,2.8,126.0,126.0,2.8,0.126
Alphabet,2025-Q1,Search,Advertising,ROW,advertiser,smb_advertiser,1242.15,23036903.041036934,,25349999999.999996,887250000.0,0.035,1.4,49.00000000000001,49.00000000000001,1.4,0.04900000000000001
Alphabet,2025-Q1,Search,Advertising,ROW,advertiser,agency_advertiser,354.9000000000001,5075079.419912753,,4436250000.000001,177450000.00000006,0.04,2.0,80.00000000000001,80.00000000000001,2.0,0.08000000000000002
Alphabet,2025-Q1,YouTube_Ads,Advertising,US,advertiser,enterprise_advertiser,2202.75,31539850.249227457,,17482142857.14286,786696428.5714287,0.045,2.8,125.99999999999997,125.99999999999997,2.8,0.12599999999999997
Alphabet,2025-Q1,YouTube_Ads,Advertising,US,advertiser,smb_advertiser,1401.75,43866506.932508014,,28607142857.142857,1001250000.0000001,0.035,1.4,49.0,49.0,1.4,0.049
Alphabet,2025-Q1,YouTube_Ads,Advertising,US,advertiser,agency_advertiser,400.5,5995286.943478863,,5006250000.0,200250000.0,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2025-Q1,YouTube_Ads,Advertising,EU,advertiser,enterprise_advertiser,979.0000000000001,14979734.35993524,,7769841269.841271,349642857.1428572,0.045,2.8,126.0,126.0,2.8,0.126
Alphabet,2025-Q1,YouTube_Ads,Advertising,EU,advertiser,smb_advertiser,623.0,15943451.715526916,,12714285714.285713,445000000.0,0.035,1.4,49.0,49.0,1.4,0.049
Alphabet,2025-Q1,YouTube_Ads,Advertising,EU,advertiser,agency_advertiser,178.0,2329530.986740492,,2225000000.0,89000000.0,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2025-Q1,YouTube_Ads,Advertising,APAC,advertiser,enterprise_advertiser,1076.9,12183944.47024633,,8546825396.8253975,384607142.85714287,0.045,2.8,126.0,126.0,2.8,0.126
Alphabet,2025-Q1,YouTube_Ads,Advertising,APAC,advertiser,smb_advertiser,685.3,20496097.288278826,,13985714285.714287,489500000.00000006,0.035,1.4,48.99999999999999,48.99999999999999,1.4,0.048999999999999995
Alphabet,2025-Q1,YouTube_Ads,Advertising,APAC,advertiser,agency_advertiser,195.8,3207685.8672495913,,2447500000.0,97900000.0,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2025-Q1,YouTube_Ads,Advertising,LATAM,advertiser,enterprise_advertiser,293.70000000000005,4816301.958816168,,2330952380.9523816,104892857.14285716,0.045,2.8,126.0,126.0,2.8,0.126
Alphabet,2025-Q1,YouTube_Ads,Advertising,LATAM,advertiser,smb_advertiser,186.89999999999998,3367907.6711696144,,3814285714.2857137,133499999.99999999,0.035,1.4,49.0,49.0,1.4,0.049
Alphabet,2025-Q1,YouTube_Ads,Advertising,LATAM,advertiser,agency_advertiser,53.400000000000006,849563.279681317,,667500000.0000001,26700000.000000004,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2025-Q1,YouTube_Ads,Advertising,ROW,advertiser,enterprise_advertiser,342.6500000000001,3451754.5805285457,,2719444444.4444456,122375000.00000004,0.045,2.8,126.0,126.0,2.8,0.126
Alphabet,2025-Q1,YouTube_Ads,Advertising,ROW,advertiser,smb_advertiser,218.05000000000004,3936528.8219463485,,4450000000.0,155750000.00000003,0.035,1.4,49.00000000000001,49.00000000000001,1.4,0.04900000000000001
Alphabet,2025-Q1,YouTube_Ads,Advertising,ROW,advertiser,agency_advertiser,62.30000000000001,979639.8273164908,,778750000.0000001,31150000.000000007,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2025-Q1,Network,Advertising,US,advertiser,enterprise_advertiser,1628.0000000000002,24481043.943038,,12920634920.634924,581428571.4285716,0.045,2.8,125.99999999999997,125.99999999999997,2.8,0.12599999999999997
Alphabet,2025-Q1,Network,Advertising,US,advertiser,smb_advertiser,1036.0,22122218.71370153,,21142857142.85714,740000000.0,0.035,1.4,49.00000000000001,49.00000000000001,1.4,0.04900000000000001
Alphabet,2025-Q1,Network,Advertising,US,advertiser,agency_advertiser,296.0,6191912.132378502,,3700000000.0,148000000.0,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2025-Q1,Network,Advertising,EU,advertiser,enterprise_advertiser,1017.5000000000001,11340156.404238267,,8075396825.396827,363392857.1428572,0.045,2.8,126.0,126.0,2.8,0.126
Alphabet,2025-Q1,Network,Advertising,EU,advertiser,smb_advertiser,647.5,11783901.280524885,,13214285714.285713,462500000.0,0.035,1.4,49.0,49.0,1.4,0.049
Alphabet,2025-Q1,Network,Advertising,EU,advertiser,agency_advertiser,185.0,4313298.349466243,,2312500000.0,92500000.0,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2025-Q1,Network,Advertising,APAC,advertiser,enterprise_advertiser,814.0000000000001,8334232.724017736,,6460317460.317462,290714285.7142858,0.045,2.8,125.99999999999997,125.99999999999997,2.8,0.12599999999999997
Alphabet,2025-Q1,Network,Advertising,APAC,advertiser,smb_advertiser,518.0,15714899.571972674,,10571428571.42857,370000000.0,0.035,1.4,49.00000000000001,49.00000000000001,1.4,0.04900000000000001
Alphabet,2025-Q1,Network,Advertising,APAC,advertiser,agency_advertiser,148.0,2665577.8971398766,,1850000000.0,74000000.0,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2025-Q1,Network,Advertising,LATAM,advertiser,enterprise_advertiser,325.6,3368880.1100474433,,2584126984.1269846,116285714.2857143,0.045,2.8,125.99999999999997,125.99999999999997,2.8,0.12599999999999997
Alphabet,2025-Q1,Network,Advertising,LATAM,advertiser,smb_advertiser,207.2,6802921.9193489505,,4228571428.5714283,148000000.0,0.035,1.4,49.0,49.0,1.4,0.049
Alphabet,2025-Q1,Network,Advertising,LATAM,advertiser,agency_advertiser,59.2,1060862.1577587684,,740000000.0,29600000.0,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2025-Q1,Network,Advertising,ROW,advertiser,enterprise_advertiser,284.90000000000003,3455477.033463337,,2261111111.1111116,101750000.00000003,0.045,2.8,126.0,126.0,2.8,0.126
Alphabet,2025-Q1,Network,Advertising,ROW,advertiser,smb_advertiser,181.29999999999998,3385405.074631831,,3699999999.999999,129499999.99999999,0.035,1.4,49.0,49.0,1.4,0.049
Alphabet,2025-Q1,Network,Advertising,ROW,advertiser,agency_advertiser,51.800000000000004,733330.0000274944,,647500000.0000001,25900000.000000004,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2025-Q1,Cloud,Cloud,US,customer,enterprise,3960.0000000000005,7920.000000000001,500000.0,,,,,,,,
Alphabet,2025-Q1,Cloud,Cloud,US,customer,midmarket,1650.0000000000002,3300.0000000000005,500000.0,,,,,,,,
Alphabet,2025-Q1,Cloud,Cloud,US,customer,smb,990.0000000000001,1980.0000000000002,500000.0,,,,,,,,
Alphabet,2025-Q1,Cloud,Cloud,EU,customer,enterprise,1440.0,2880.0,500000.0,,,,,,,,
Alphabet,2025-Q1,Cloud,Cloud,EU,customer,midmarket,600.0,1200.0,500000.0,,,,,,,,
Alphabet,2025-Q1,Cloud,Cloud,EU,customer,smb,360.0,720.0,500000.0,,,,,,,,
Alphabet,2025-Q1,Cloud,Cloud,APAC,customer,enterprise,1296.0,2592.0,500000.0,,,,,,,,
Alphabet,2025-Q1,Cloud,Cloud,APAC,customer,midmarket,540.0,1080.0,500000.0,,,,,,,,
Alphabet,2025-Q1,Cloud,Cloud,APAC,customer,smb,324.0,648.0,500000.0,,,,,,,,
Alphabet,2025-Q1,Cloud,Cloud,LATAM,customer,enterprise,216.0,432.0,500000.0,,,,,,,,
Alphabet,2025-Q1,Cloud,Cloud,LATAM,customer,midmarket,90.0,180.0,500000.0,,,,,,,,
Alphabet,2025-Q1,Cloud,Cloud,LATAM,customer,smb,54.0,108.0,500000.0,,,,,,,,
Alphabet,2025-Q1,Cloud,Cloud,ROW,customer,enterprise,288.0,576.0,500000.0,,,,,,,,
Alphabet,2025-Q1,Cloud,Cloud,ROW,customer,midmarket,120.0,240.0,500000.0,,,,,,,,
Alphabet,2025-Q1,Cloud,Cloud,ROW,customer,smb,72.0,144.0,500000.0,,,,,,,,
Alphabet,2025-Q1,Subscriptions,Subscriptions_Devices,US,consumer,paying_consumer,2170.0,108500.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Subscriptions,Subscriptions_Devices,US,consumer,streaming_consumer,620.0,31000.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Subscriptions,Subscriptions_Devices,US,consumer,free_consumer,62.0,3100.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Subscriptions,Subscriptions_Devices,EU,consumer,paying_consumer,1085.0,54250.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Subscriptions,Subscriptions_Devices,EU,consumer,streaming_consumer,310.0,15500.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Subscriptions,Subscriptions_Devices,EU,consumer,free_consumer,31.0,1550.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Subscriptions,Subscriptions_Devices,APAC,consumer,paying_consumer,651.0,32550.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Subscriptions,Subscriptions_Devices,APAC,consumer,streaming_consumer,186.0,9300.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Subscriptions,Subscriptions_Devices,APAC,consumer,free_consumer,18.6,930.0000000000001,19999.999999999996,,,,,,,,
Alphabet,2025-Q1,Subscriptions,Subscriptions_Devices,LATAM,consumer,paying_consumer,217.0,10850.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Subscriptions,Subscriptions_Devices,LATAM,consumer,streaming_consumer,62.0,3100.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Subscriptions,Subscriptions_Devices,LATAM,consumer,free_consumer,6.2,310.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Subscriptions,Subscriptions_Devices,ROW,consumer,paying_consumer,217.0,10850.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Subscriptions,Subscriptions_Devices,ROW,consumer,streaming_consumer,62.0,3100.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Subscriptions,Subscriptions_Devices,ROW,consumer,free_consumer,6.2,310.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Devices,Subscriptions_Devices,US,consumer,paying_consumer,882.0,44100.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Devices,Subscriptions_Devices,US,consumer,streaming_consumer,252.0,12600.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Devices,Subscriptions_Devices,US,consumer,free_consumer,25.2,1260.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Devices,Subscriptions_Devices,EU,consumer,paying_consumer,588.0,29400.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Devices,Subscriptions_Devices,EU,consumer,streaming_consumer,168.00000000000003,8400.000000000002,20000.0,,,,,,,,
Alphabet,2025-Q1,Devices,Subscriptions_Devices,EU,consumer,free_consumer,16.800000000000004,840.0000000000002,20000.0,,,,,,,,
Alphabet,2025-Q1,Devices,Subscriptions_Devices,APAC,consumer,paying_consumer,420.0,21000.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Devices,Subscriptions_Devices,APAC,consumer,streaming_consumer,120.0,6000.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Devices,Subscriptions_Devices,APAC,consumer,free_consumer,12.0,600.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Devices,Subscriptions_Devices,LATAM,consumer,paying_consumer,105.0,5250.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Devices,Subscriptions_Devices,LATAM,consumer,streaming_consumer,30.0,1500.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Devices,Subscriptions_Devices,LATAM,consumer,free_consumer,3.0,150.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Devices,Subscriptions_Devices,ROW,consumer,paying_consumer,105.0,5250.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Devices,Subscriptions_Devices,ROW,consumer,streaming_consumer,30.0,1500.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Devices,Subscriptions_Devices,ROW,consumer,free_consumer,3.0,150.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Other,Other,US,consumer,paying_consumer,168.0,8400.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Other,Other,US,consumer,streaming_consumer,48.0,2400.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Other,Other,US,consumer,free_consumer,4.8,240.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Other,Other,EU,consumer,paying_consumer,56.0,2800.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Other,Other,EU,consumer,streaming_consumer,16.0,800.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Other,Other,EU,consumer,free_consumer,1.6,80.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Other,Other,APAC,consumer,paying_consumer,42.0,2100.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Other,Other,APAC,consumer,streaming_consumer,12.0,600.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Other,Other,APAC,consumer,free_consumer,1.2,60.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Other,Other,LATAM,consumer,paying_consumer,8.399999999999999,419.99999999999994,20000.0,,,,,,,,
Alphabet,2025-Q1,Other,Other,LATAM,consumer,streaming_consumer,2.4000000000000004,120.00000000000001,20000.0,,,,,,,,
Alphabet,2025-Q1,Other,Other,LATAM,consumer,free_consumer,0.24,12.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Other,Other,ROW,consumer,paying_consumer,5.6,280.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Other,Other,ROW,consumer,streaming_consumer,1.6,80.0,20000.0,,,,,,,,
Alphabet,2025-Q1,Other,Other,ROW,consumer,free_consumer,0.16,8.0,20000.0,,,,,,,,
Alphabet,2025-Q2,Search,Advertising,US,advertiser,enterprise_advertiser,14306.160000000002,130139914.39786512,,113540952380.95241,5109342857.1428585,0.045,2.8,125.99999999999997,125.99999999999997,2.8,0.12599999999999997
Alphabet,2025-Q2,Search,Advertising,US,advertiser,smb_advertiser,9103.92,180541353.8717399,,185794285714.2857,6502800000.0,0.035,1.4,49.0,49.0,1.4,0.049
Alphabet,2025-Q2,Search,Advertising,US,advertiser,agency_advertiser,2601.1200000000003,43900448.40211918,,32514000000.000004,1300560000.0000002,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2025-Q2,Search,Advertising,EU,advertiser,enterprise_advertiser,6556.99,73050620.52947745,,52039603174.60318,2341782142.857143,0.045,2.8,126.0,126.0,2.8,0.126
Alphabet,2025-Q2,Search,Advertising,EU,advertiser,smb_advertiser,4172.629999999999,90037220.3835212,,85155714285.71426,2980449999.9999995,0.035,1.4,49.0,49.0,1.4,0.049
Alphabet,2025-Q2,Search,Advertising,EU,advertiser,agency_advertiser,1192.18,15574355.366503501,,14902250000.0,596090000.0,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2025-Q2,Search,Advertising,APAC,advertiser,enterprise_advertiser,5364.8099999999995,52207517.39153979,,42577857142.85714,1916003571.4285712,0.045,2.8,126.0,126.0,2.8,0.126
Alphabet,2025-Q2,Search,Advertising,APAC,advertiser,smb_advertiser,3413.9699999999993,88237223.80721605,,69672857142.85713,2438550000.0,0.035,1.4,49.0,49.0,1.4,0.049
Alphabet,2025-Q2,Search,Advertising,APAC,advertiser,agency_advertiser,975.42,18396575.49600872,,12192750000.0,487710000.0,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2025-Q2,Search,Advertising,LATAM,advertiser,enterprise_advertiser,1490.2250000000001,14940098.031773932,,11827182539.682543,532223214.2857144,0.045,2.8,125.99999999999997,125.99999999999997,2.8,0.12599999999999997
Alphabet,2025-Q2,Search,Advertising,LATAM,advertiser,smb_advertiser,948.3249999999999,22799023.137092676,,19353571428.571426,677375000.0,0.035,1.4,49.0,49.0,1.4,0.049
Alphabet,2025-Q2,Search,Advertising,LATAM,advertiser,agency_advertiser,270.95,4761433.145172109,,3386875000.0,135475000.0,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2025-Q2,Search,Advertising,ROW,advertiser,enterprise_advertiser,2086.315,34279642.23941307,,16558055555.555555,745112500.0,0.045,2.8,126.0,126.0,2.8,0.126
Alphabet,2025-Q2,Search,Advertising,ROW,advertiser,smb_advertiser,1327.655,27754465.822919205,,27095000000.0,948325000.0000001,0.035,1.4,49.0,49.0,1.4,0.049
Alphabet,2025-Q2,Search,Advertising,ROW,advertiser,agency_advertiser,379.33000000000004,5300408.290235538,,4741625000.000001,189665000.00000003,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2025-Q2,YouTube_Ads,Advertising,US,advertiser,enterprise_advertiser,2424.51,32742385.307611678,,19242142857.14286,865896428.5714287,0.045,2.8,125.99999999999997,125.99999999999997,2.8,0.12599999999999997
Alphabet,2025-Q2,YouTube_Ads,Advertising,US,advertiser,smb_advertiser,1542.87,30669764.151408046,,31487142857.142853,1102050000.0,0.035,1.4,49.00000000000001,49.00000000000001,1.4,0.04900000000000001
Alphabet,2025-Q2,YouTube_Ads,Advertising,US,advertiser,agency_advertiser,440.82,8993915.119713068,,5510250000.0,220410000.0,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2025-Q2,YouTube_Ads,Advertising,EU,advertiser,enterprise_advertiser,1077.5600000000002,13575200.877877614,,8552063492.063495,384842857.14285725,0.045,2.8,126.0,126.0,2.8,0.126
Alphabet,2025-Q2,YouTube_Ads,Advertising,EU,advertiser,smb_advertiser,685.72,15888050.719850514,,13994285714.285715,489800000.00000006,0.035,1.4,48.99999999999999,48.99999999999999,1.4,0.048999999999999995
Alphabet,2025-Q2,YouTube_Ads,Advertising,EU,advertiser,agency_advertiser,195.92000000000002,4402246.846051755,,2449000000.0000005,97960000.00000001,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2025-Q2,YouTube_Ads,Advertising,APAC,advertiser,enterprise_advertiser,1185.316,21159994.54183587,,9407269841.269842,423327142.85714287,0.045,2.8,126.0,126.0,2.8,0.126
Alphabet,2025-Q2,YouTube_Ads,Advertising,APAC,advertiser,smb_advertiser,754.2919999999999,15443302.940183377,,15393714285.714285,538780000.0,0.035,1.4,48.99999999999999,48.99999999999999,1.4,0.048999999999999995
Alphabet,2025-Q2,YouTube_Ads,Advertising,APAC,advertiser,agency_advertiser,215.512,2909374.1996458666,,2693900000.0,107756000.0,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2025-Q2,YouTube_Ads,Advertising,LATAM,advertiser,enterprise_advertiser,323.26800000000003,3388127.170252772,,2565619047.6190476,115452857.14285715,0.045,2.8,126.0,126.0,2.8,0.126
Alphabet,2025-Q2,YouTube_Ads,Advertising,LATAM,advertiser,smb_advertiser,205.71599999999998,4034367.9865353573,,4198285714.2857137,146940000.0,0.035,1.4,49.0,49.0,1.4,0.049
Alphabet,2025-Q2,YouTube_Ads,Advertising,LATAM,advertiser,agency_advertiser,58.776,741436.5730078714,,734700000.0,29388000.0,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2025-Q2,YouTube_Ads,Advertising,ROW,advertiser,enterprise_advertiser,377.1460000000001,4729105.631381363,,2993222222.222223,134695000.00000003,0.045,2.8,126.0,126.0,2.8,0.126
Alphabet,2025-Q2,YouTube_Ads,Advertising,ROW,advertiser,smb_advertiser,240.00199999999998,4329721.113807216,,4898000000.0,171430000.0,0.035,1.4,48.99999999999999,48.99999999999999,1.4,0.048999999999999995
Alphabet,2025-Q2,YouTube_Ads,Advertising,ROW,advertiser,agency_advertiser,68.572,868446.5772809496,,857150000.0,34286000.0,0.04,2.0,80.0,80.0,2.0,0.08
Alphabet,2025-Q2,Network,Advertising,US,advertiser,enterprise_advertiser,1617.8800000000003,16476529.879859708,,12840317460.317463,577814285.7142859,0.045,2.8,126.0,126.0,2.8,0.126
Alphabet,2025-Q2,Network,Advertising,US,advertiser,smb_advertiser,1029.5600000000002,19212705.76971392,,21011428571.428574,735400000.0000001,0.035,1.4,49.0,49.0,1.4,0.049
Alphabet,2025-Q2,Network,Advertising,US,advertiser,agency_advertiser,294.16,4981888.417250927,,3677000000.0,147080000.0,0.04,2.0,80.0,80.0,2.0,0.08
