company,quarter,product_segment,geography,user_segment,revenue_model,active_users,subscription_revenue_usd,ad_revenue_usd,revenue_usd,arpu,ad_impressions,ctr,ad_clicks,cpc,ecpm
ApexMedia,2026-Q3,ApexMedia_Digital,EMEA,Enterprise_Corp,subscription,10747,623737218.92,,623737218.92,58038.26,,,,,
ApexMedia,2026-Q3,ApexMedia_Digital,EMEA,Advertiser,advertiser,3351,,31560349.12,31560349.12,9418.19,1766107953.0,0.0071,12473061.0,2.53,17.87
EnterpriseCloud,2026-Q3,EnterpriseCloud_Core,NA,Consumer_Standard,ad_supported,2399351,75161128.73,3270521.59,78431650.32,32.69,186460752.0,0.0108,2022833.0,1.62,17.54
EnterpriseCloud,2026-Q3,EnterpriseCloud_Core,NA,Consumer_Premium,subscription,1535229,79626787.95,,79626787.95,51.87,,,,,
EnterpriseCloud,2026-Q3,EnterpriseCloud_Core,NA,Enterprise_SMB,subscription,27518,22276028.71,,22276028.71,809.51,,,,,
EnterpriseCloud,2026-Q3,EnterpriseCloud_Core,NA,Enterprise_Corp,subscription,12199,573216234.04,,573216234.04,46988.79,,,,,
EnterpriseCloud,2026-Q3,EnterpriseCloud_Core,NA,Advertiser,advertiser,1825,,7326405.02,7326405.02,4014.47,240052589.0,0.0086,2070310.0,3.54,30.52
EnterpriseCloud,2026-Q3,EnterpriseCloud_Core,EMEA,Consumer_Standard,ad_supported,4027030,81588758.79,3558017.75,85146776.54,21.14,244201630.0,0.0103,2524564.0,1.41,14.57
EnterpriseCloud,2026-Q3,EnterpriseCloud_Core,EMEA,Consumer_Premium,subscription,3503373,131032004.29,,131032004.29,37.4,,,,,
EnterpriseCloud,2026-Q3,EnterpriseCloud_Core,EMEA,Enterprise_SMB,subscription,221128,320909929.81,,320909929.81,1451.24,,,,,
EnterpriseCloud,2026-Q3,EnterpriseCloud_Core,EMEA,Enterprise_Corp,subscription,6662,429316717.99,,429316717.99,64442.62,,,,,
EnterpriseCloud,2026-Q3,EnterpriseCloud_Core,EMEA,Advertiser,advertiser,846,,1517829.53,1517829.53,1794.12,120462661.0,0.0092,1102517.0,1.38,12.6
EnterpriseCloud,2026-Q3,EnterpriseCloud_Digital,NA,Consumer_Standard,ad_supported,3451721,68206572.17,2754401.81,70960973.98,20.56,80467479.0,0.0061,494498.0,5.57,34.23
EnterpriseCloud,2026-Q3,EnterpriseCloud_Digital,NA,Consumer_Premium,subscription,2491159,118908842.89,,118908842.89,47.73,,,,,
EnterpriseCloud,2026-Q3,EnterpriseCloud_Digital,NA,Enterprise_SMB,subscription,298654,687211287.91,,687211287.91,2301.03,,,,,
EnterpriseCloud,2026-Q3,EnterpriseCloud_Digital,NA,Enterprise_Corp,subscription,7575,690856863.64,,690856863.64,91202.23,,,,,
EnterpriseCloud,2026-Q3,EnterpriseCloud_Digital,NA,Advertiser,advertiser,185,,2449211.97,2449211.97,13238.98,82243518.0,0.0113,931543.0,2.63,29.78
EnterpriseCloud,2026-Q3,EnterpriseCloud_Digital,EMEA,Consumer_Standard,ad_supported,5226029,95653814.53,4098004.54,99751819.07,19.09,323952928.0,0.0101,3264608.0,1.26,12.65
EnterpriseCloud,2026-Q3,EnterpriseCloud_Digital,EMEA,Consumer_Premium,subscription,2525187,92806990.1,,92806990.1,36.75,,,,,
EnterpriseCloud,2026-Q3,EnterpriseCloud_Digital,EMEA,Enterprise_SMB,subscription,168439,120621061.15,,120621061.15,716.11,,,,,
EnterpriseCloud,2026-Q3,EnterpriseCloud_Digital,EMEA,Enterprise_Corp,subscription,19343,1209936090.65,,1209936090.65,62551.63,,,,,
EnterpriseCloud,2026-Q3,EnterpriseCloud_Digital,EMEA,Advertiser,advertiser,1963,,8536577.9,8536577.9,4348.74,548270899.0,0.006,3289625.0,2.6,15.57
